Borrower_ID,Crop_Type,Farm_Area_Acres,Irrigation_Type,Soil_Type,Season,Fertilizer_Used_Tons,Current_LTV_Ratio,Months_Since_Delinquency,Stress_Probability,Requires_Intervention
FARM-1532,Maize,1088.42,Drip,Loamy,Zaid,233.46,0.73,45,0.8528135173763159,1
FARM-1533,Soybean,445.3,Drip,Loamy,Zaid,17.3,0.85,11,0.48862544795781265,0
FARM-1534,Carrot,649.65,Sprinkler,Clay,Kharif,25.86,0.77,38,0.6240403271656196,0
FARM-1535,Maize,226.73,Rain-fed,Clay,Kharif,24.66,0.38,-1,0.6251457796345357,0
FARM-1536,Wheat,312.67,Rain-fed,Clay,Zaid,20.18,0.33,12,0.4022958522803808,0
FARM-1537,Barley,1037.62,Drip,Loamy,Kharif,128.6,0.83,-1,0.47258564006471043,0
FARM-1538,Sugarcane,313.09,Rain-fed,Sandy,Zaid,51.51,0.94,-1,0.556456235689033,0
FARM-1539,Cotton,811.49,Rain-fed,Clay,Zaid,109.89,0.78,-1,0.5854861664271113,0
FARM-1540,Maize,1078.12,Sprinkler,Clay,Zaid,117.74,0.64,-1,0.6608317562430158,1
FARM-1541,Rice,204.97,Rain-fed,Silty,Kharif,18.85,0.71,26,0.4008420757868617,0
FARM-1542,Barley,872.6,Rain-fed,Clay,Zaid,107.43,0.67,25,0.5788879698201622,0
FARM-1543,Rice,422.02,Sprinkler,Loamy,Zaid,44.84,0.73,-1,0.5159125763478494,0
FARM-1544,Rice,1446.24,Drip,Silty,Zaid,130.28,0.76,-1,0.5293478656218734,0
FARM-1545,Tomato,751.14,Flood,Clay,Rabi,51.85,0.68,-1,0.5574502572085628,0
FARM-1546,Cotton,1218.69,Drip,Clay,Zaid,104.49,0.63,-1,0.4091509323619093,0
FARM-1547,Rice,847.83,Flood,Loamy,Kharif,37.26,0.82,21,0.5849435072359046,0
FARM-1548,Soybean,112.95,Flood,Loamy,Kharif,2.57,0.61,-1,0.33923521103140536,0
FARM-1549,Carrot,968.07,Drip,Sandy,Rabi,36.92,0.63,39,0.5781025622339098,0
FARM-1550,Soybean,1429.53,Flood,Silty,Rabi,32.6,0.8,-1,0.380246582948752,0
FARM-1551,Wheat,922.34,Drip,Clay,Zaid,81.63,0.84,-1,0.5785541294275781,0
FARM-1552,Soybean,1237.82,Rain-fed,Sandy,Zaid,53.58,0.82,-1,0.29479731863547987,0
FARM-1553,Soybean,1332.1,Manual,Sandy,Rabi,44.37,0.76,-1,0.24851059638341289,0
FARM-1554,Potato,380.72,Drip,Clay,Zaid,60.99,0.78,-1,0.4236928010269612,0
FARM-1555,Sugarcane,357.47,Manual,Sandy,Kharif,69.23,0.6,22,0.6223209986758711,0
FARM-1556,Cotton,935.92,Flood,Clay,Kharif,80.26,0.47,10,0.8923869334825041,1
FARM-1557,Cotton,645.99,Drip,Loamy,Kharif,111.77,0.33,-1,0.37179237405601495,0
FARM-1558,Carrot,1267.8,Drip,Clay,Rabi,58.96,0.8,-1,0.47646263539420514,0
FARM-1559,Rice,1355.03,Flood,Loamy,Rabi,123.48,0.72,-1,0.5037097958570995,0
FARM-1560,Carrot,562.46,Rain-fed,Loamy,Kharif,28.38,0.58,-1,0.24284708909638403,0
FARM-1561,Barley,393.46,Sprinkler,Silty,Zaid,53.03,0.75,-1,0.4364893149387862,0
FARM-1562,Cotton,1181.76,Drip,Clay,Rabi,126.33,0.52,-1,0.5504415138932524,0
FARM-1563,Cotton,448.47,Drip,Loamy,Zaid,48.92,0.84,23,0.7588327414169422,1
FARM-1564,Tomato,1242.79,Flood,Loamy,Zaid,213.36,0.2,3,0.7206005373320761,1
FARM-1565,Soybean,664.42,Drip,Silty,Rabi,10.46,0.6,39,0.4194410353957252,0
FARM-1566,Tomato,1017.95,Drip,Sandy,Zaid,146.18,0.92,-1,0.5529009609156217,0
FARM-1567,Sugarcane,188.53,Drip,Sandy,Zaid,36.96,0.51,38,0.5330567419091751,0
FARM-1568,Potato,954.6,Rain-fed,Silty,Zaid,153.08,0.92,-1,0.6484865692963611,0
FARM-1569,Tomato,705.06,Manual,Silty,Rabi,124.75,0.43,-1,0.5642935924483794,0
FARM-1570,Soybean,900.58,Flood,Loamy,Kharif,39.87,0.56,44,0.31728987066389724,0
FARM-1571,Wheat,293.62,Manual,Sandy,Kharif,16.6,0.6,-1,0.5579050215539265,0
FARM-1572,Tomato,1118.47,Flood,Silty,Zaid,177.41,0.82,-1,0.42390772321181536,0
FARM-1573,Rice,1301.06,Flood,Peaty,Kharif,119.31,0.64,4,0.9090743345912131,1
FARM-1574,Potato,364.27,Drip,Silty,Kharif,50.15,0.41,33,0.4204826947013097,0
FARM-1575,Maize,188.79,Sprinkler,Loamy,Zaid,21.35,0.88,15,0.8902006986756061,1
FARM-1576,Barley,84.28,Manual,Clay,Zaid,8.72,0.75,-1,0.4503692597214899,0
FARM-1577,Potato,980.86,Sprinkler,Loamy,Zaid,174.49,0.74,-1,0.40189385810361955,0
FARM-1578,Sugarcane,930.29,Flood,Silty,Rabi,210.14,0.71,46,0.5663228935071198,0
FARM-1579,Barley,842.71,Sprinkler,Loamy,Kharif,71.23,0.83,-1,0.34767989201434135,0
FARM-1580,Sugarcane,386.32,Drip,Loamy,Rabi,33.37,0.26,-1,0.29330987710512824,0
FARM-1581,Maize,616.81,Manual,Silty,Zaid,95.74,0.74,-1,0.7040324374875048,1
FARM-1582,Sugarcane,911.99,Flood,Loamy,Rabi,193.54,0.86,-1,0.6388962870142779,0
FARM-1583,Tomato,770.31,Flood,Silty,Kharif,111.06,0.63,-1,0.5150864410128088,0
FARM-1584,Rice,1482.29,Sprinkler,Loamy,Kharif,113.76,0.56,-1,0.5655577481595073,0
FARM-1585,Barley,247.84,Sprinkler,Loamy,Rabi,12.38,0.68,-1,0.422402820678774,0
FARM-1586,Cotton,1057.96,Drip,Loamy,Zaid,137.29,0.41,-1,0.5074283933182238,0
FARM-1587,Cotton,636.26,Sprinkler,Silty,Zaid,86.32,0.54,-1,0.4988135512201255,0
FARM-1588,Cotton,670.89,Drip,Clay,Kharif,134.18,0.9,-1,0.9162684532731502,1
FARM-1589,Barley,1090.52,Sprinkler,Clay,Kharif,111.99,0.71,22,0.2665831368122178,0
FARM-1590,Cotton,1054.03,Rain-fed,Peaty,Kharif,119.77,0.46,-1,0.3922337724027878,0
FARM-1591,Rice,1487.32,Rain-fed,Clay,Zaid,122.0,0.5,-1,0.4254023974231481,0
FARM-1592,Barley,236.17,Flood,Sandy,Kharif,12.03,0.79,38,0.4822479219956677,0
FARM-1593,Tomato,200.96,Flood,Sandy,Zaid,35.51,0.86,-1,0.6406071557309981,0
FARM-1594,Potato,1100.29,Drip,Loamy,Zaid,113.56,0.64,-1,0.4899920807103311,0
FARM-1595,Sugarcane,888.66,Rain-fed,Sandy,Kharif,139.04,0.72,-1,0.6944948838011638,1
FARM-1596,Rice,447.53,Drip,Clay,Kharif,30.62,0.78,9,0.5987877169572342,0
FARM-1597,Barley,165.16,Flood,Sandy,Zaid,17.58,0.87,32,0.6180115037889082,0
FARM-1598,Barley,174.2,Drip,Loamy,Zaid,18.22,0.71,34,0.579173251572767,0
FARM-1599,Cotton,1346.58,Drip,Sandy,Zaid,229.11,0.92,13,0.832607487249705,1
FARM-1600,Barley,328.21,Sprinkler,Clay,Zaid,22.69,0.82,-1,0.5229412484920889,0
FARM-1601,Barley,518.89,Drip,Sandy,Rabi,38.09,0.43,-1,0.47224309057795605,0
FARM-1602,Barley,378.65,Rain-fed,Clay,Rabi,21.31,0.76,-1,0.3160094253495106,0
FARM-1603,Cotton,564.74,Flood,Clay,Zaid,91.36,0.83,-1,0.6244967190791685,0
FARM-1604,Cotton,150.66,Drip,Clay,Kharif,11.39,0.73,2,1.0,1
FARM-1605,Sugarcane,802.64,Flood,Clay,Rabi,140.97,0.65,-1,0.6557610936926311,1
FARM-1606,Barley,148.04,Drip,Silty,Rabi,18.25,0.3,-1,0.21620664176302845,0
FARM-1607,Tomato,1210.52,Drip,Loamy,Zaid,202.04,0.63,22,0.3491032602775218,0
FARM-1608,Soybean,388.88,Sprinkler,Peaty,Rabi,11.07,0.63,-1,0.39014674142474504,0
FARM-1609,Rice,833.02,Drip,Peaty,Zaid,63.93,0.72,-1,0.4211628706041031,0
FARM-1610,Cotton,1326.11,Rain-fed,Sandy,Zaid,107.12,0.65,-1,0.5756629616101603,0
FARM-1611,Wheat,993.77,Drip,Clay,Zaid,116.35,0.79,-1,0.6587008902699062,1
FARM-1612,Rice,822.79,Drip,Loamy,Kharif,86.97,0.36,-1,0.3411401085932236,0
FARM-1613,Cotton,520.28,Rain-fed,Silty,Zaid,54.24,0.92,-1,0.6649428083908949,1
FARM-1614,Potato,532.85,Flood,Loamy,Zaid,58.91,0.81,-1,0.559272962077057,0
FARM-1615,Potato,1020.76,Drip,Clay,Zaid,164.0,0.89,11,0.6812693516250988,1
FARM-1616,Cotton,1491.5,Flood,Sandy,Rabi,287.56,0.62,34,0.5750466427618894,0
FARM-1617,Barley,1009.67,Drip,Silty,Rabi,67.53,0.8,-1,0.6973898578442584,1
FARM-1618,Wheat,858.79,Rain-fed,Silty,Zaid,90.22,0.75,-1,0.4624780769866102,0
FARM-1619,Carrot,1109.44,Flood,Clay,Rabi,46.1,0.64,1,1.0,1
FARM-1620,Barley,724.55,Rain-fed,Sandy,Rabi,39.25,0.57,39,0.5937084892105347,0
FARM-1621,Barley,137.21,Manual,Clay,Kharif,17.43,0.6,-1,0.2658711339098042,0
FARM-1622,Tomato,865.33,Flood,Clay,Zaid,137.12,0.7,-1,0.5820124050956936,0
FARM-1623,Sugarcane,1438.56,Manual,Silty,Kharif,290.02,0.59,16,0.5382884786077304,0
FARM-1624,Rice,304.19,Flood,Clay,Rabi,13.35,0.93,-1,0.571918871688146,0
FARM-1625,Tomato,1050.51,Manual,Clay,Kharif,169.39,0.77,-1,0.5457590551601799,0
FARM-1626,Sugarcane,341.35,Drip,Clay,Zaid,51.23,0.26,-1,0.48524001607980144,0
FARM-1627,Carrot,826.95,Sprinkler,Silty,Kharif,41.8,0.62,-1,0.2667525629845609,0
FARM-1628,Cotton,190.18,Flood,Silty,Kharif,27.86,0.69,-1,0.502496691530843,0
FARM-1629,Barley,703.04,Flood,Sandy,Kharif,37.42,0.64,-1,0.5024052953305583,0
FARM-1630,Carrot,1146.44,Sprinkler,Silty,Zaid,86.44,0.67,28,0.4197753690394751,0
FARM-1631,Potato,553.98,Sprinkler,Clay,Zaid,71.96,0.45,-1,0.49555152605285036,0
FARM-1632,Soybean,1014.12,Drip,Loamy,Rabi,20.89,0.76,-1,0.38491698106887523,0
FARM-1633,Soybean,1203.4,Drip,Loamy,Rabi,24.85,0.75,-1,0.3154248242069839,0
FARM-1634,Cotton,1394.41,Sprinkler,Clay,Zaid,133.58,0.56,28,0.5552232028865876,0
FARM-1635,Sugarcane,390.23,Sprinkler,Loamy,Rabi,34.78,0.78,-1,0.632350483166862,0
FARM-1636,Soybean,629.01,Manual,Peaty,Zaid,20.53,0.66,-1,0.30198178859585983,0
FARM-1637,Barley,271.0,Rain-fed,Clay,Kharif,32.69,0.81,-1,0.5770249753732951,0
FARM-1638,Barley,1489.1,Manual,Loamy,Kharif,69.35,0.41,12,0.4914874516629763,0
FARM-1639,Tomato,1394.15,Sprinkler,Clay,Rabi,91.85,0.91,-1,0.546696907378778,0
FARM-1640,Cotton,832.94,Drip,Clay,Rabi,125.1,0.48,-1,0.5630251681532861,0
FARM-1641,Tomato,1270.95,Drip,Silty,Zaid,201.24,0.59,-1,0.4337870835927209,0
FARM-1642,Barley,805.39,Rain-fed,Loamy,Rabi,59.93,0.53,24,0.4339628379734991,0
FARM-1643,Tomato,954.2,Sprinkler,Loamy,Zaid,97.28,0.55,-1,0.211433619842893,0
FARM-1644,Cotton,179.23,Drip,Silty,Kharif,27.51,0.71,3,1.0,1
FARM-1645,Potato,1145.14,Flood,Clay,Kharif,106.39,0.23,31,0.32313725213367894,0
FARM-1646,Soybean,235.18,Manual,Loamy,Kharif,3.72,0.83,32,0.4107142134764753,0
FARM-1647,Rice,1247.8,Flood,Loamy,Zaid,123.31,0.76,-1,0.39178607833711376,0
FARM-1648,Wheat,1183.94,Flood,Sandy,Rabi,133.27,0.5,40,0.5568416002337488,0
FARM-1649,Sugarcane,1077.68,Flood,Peaty,Zaid,186.35,0.48,-1,0.43448523555489177,0
FARM-1650,Cotton,102.43,Drip,Silty,Zaid,17.81,0.72,-1,0.49793736297614233,0
FARM-1651,Soybean,489.54,Flood,Loamy,Kharif,17.26,0.79,31,0.4665654197099733,0
FARM-1652,Soybean,431.51,Flood,Silty,Kharif,9.14,0.61,-1,0.1938318120071319,0
FARM-1653,Carrot,572.2,Drip,Clay,Rabi,29.27,0.58,-1,0.5083992154846776,0
FARM-1654,Sugarcane,177.08,Rain-fed,Clay,Zaid,17.74,0.35,-1,0.5402156791162813,0
FARM-1655,Cotton,1408.59,Flood,Clay,Zaid,124.21,0.85,-1,0.5031913047892151,0
FARM-1656,Tomato,853.01,Rain-fed,Loamy,Rabi,120.4,0.7,-1,0.6213667085866837,0
FARM-1657,Tomato,493.01,Rain-fed,Sandy,Kharif,80.38,0.75,5,1.0,1
FARM-1658,Rice,625.62,Drip,Sandy,Zaid,73.21,0.49,31,0.3167885263081387,0
FARM-1659,Soybean,698.44,Sprinkler,Silty,Kharif,23.64,0.57,-1,0.17148333842411756,0
FARM-1660,Tomato,920.86,Flood,Sandy,Kharif,75.6,0.87,-1,0.5269586854101866,0
FARM-1661,Maize,797.74,Manual,Sandy,Kharif,86.97,0.84,37,0.6176373827623514,0
FARM-1662,Rice,1383.12,Drip,Clay,Kharif,145.27,0.5,-1,0.28197114655772276,0
FARM-1663,Barley,770.6,Sprinkler,Clay,Rabi,74.82,0.66,-1,0.4039875415281257,0
FARM-1664,Cotton,1488.63,Sprinkler,Sandy,Rabi,233.06,0.61,-1,0.5744152361376481,0
FARM-1665,Barley,1284.57,Drip,Loamy,Kharif,148.15,0.72,-1,0.47612255031502493,0
FARM-1666,Barley,352.34,Drip,Silty,Zaid,38.16,0.58,-1,0.3971978493465306,0
FARM-1667,Barley,1399.36,Sprinkler,Clay,Rabi,168.06,0.45,-1,0.31168267050750875,0
FARM-1668,Barley,218.73,Sprinkler,Clay,Kharif,10.95,0.89,-1,0.4052044250036623,0
FARM-1669,Tomato,1235.3,Flood,Loamy,Kharif,184.93,0.66,-1,0.5631717726781987,0
FARM-1670,Barley,601.9,Sprinkler,Clay,Zaid,73.18,0.86,-1,0.5809374156823712,0
FARM-1671,Potato,1323.06,Flood,Clay,Rabi,124.81,0.5,19,0.49831514090082857,0
FARM-1672,Cotton,1308.68,Sprinkler,Silty,Kharif,208.95,0.85,10,0.7280663040693758,1
FARM-1673,Soybean,1218.59,Drip,Clay,Zaid,29.76,0.73,-1,0.5076104437527084,0
FARM-1674,Sugarcane,1195.54,Manual,Sandy,Zaid,278.89,0.65,-1,0.6046730451086932,0
FARM-1675,Maize,491.78,Drip,Loamy,Rabi,47.22,0.77,42,0.7635107826208766,1
FARM-1676,Cotton,167.33,Flood,Clay,Zaid,25.3,0.59,-1,0.5600147860699759,0
FARM-1677,Tomato,634.32,Drip,Loamy,Rabi,50.73,0.87,29,0.5477516301418708,0
FARM-1678,Maize,301.61,Drip,Silty,Kharif,65.81,0.77,-1,0.8179276584016868,1
FARM-1679,Potato,1057.68,Flood,Loamy,Kharif,85.79,0.6,39,0.4996502067055769,0
FARM-1680,Wheat,551.84,Drip,Silty,Zaid,40.58,0.69,-1,0.5582042003928943,0
FARM-1681,Barley,1464.63,Rain-fed,Clay,Zaid,131.07,0.72,-1,0.6138432703426777,0
FARM-1682,Barley,979.41,Drip,Silty,Rabi,124.71,0.67,2,1.0,1
FARM-1683,Rice,1242.6,Flood,Clay,Zaid,70.75,0.9,-1,0.40185215912648836,0
FARM-1684,Potato,242.16,Flood,Sandy,Kharif,18.72,0.86,-1,0.3346529486514265,0
FARM-1685,Soybean,1299.92,Drip,Sandy,Zaid,49.1,0.89,-1,0.4121584190698062,0
FARM-1686,Soybean,1388.0,Drip,Peaty,Zaid,41.67,0.75,5,0.7850144447732554,1
FARM-1687,Barley,756.24,Flood,Loamy,Zaid,96.09,0.68,-1,0.39392248663143814,0
FARM-1688,Carrot,929.07,Flood,Clay,Kharif,36.05,0.41,-1,0.2975685453456917,0
FARM-1689,Barley,1158.97,Flood,Clay,Rabi,119.53,0.55,-1,0.4430344838171058,0
FARM-1690,Tomato,303.52,Flood,Silty,Zaid,26.69,0.72,-1,0.6273927790794636,0
FARM-1691,Sugarcane,778.72,Sprinkler,Sandy,Zaid,81.83,0.78,-1,0.6091434608873791,0
FARM-1692,Soybean,628.06,Drip,Silty,Zaid,22.3,0.63,-1,0.3074658326539937,0
FARM-1693,Barley,262.24,Flood,Clay,Kharif,25.81,0.79,-1,0.4781399670566447,0
FARM-1694,Cotton,582.92,Manual,Loamy,Zaid,102.4,0.66,-1,0.547359463332685,0
FARM-1695,Rice,148.85,Flood,Clay,Rabi,9.64,0.65,-1,0.36868156190761364,0
FARM-1696,Tomato,87.43,Sprinkler,Peaty,Kharif,9.95,0.51,-1,0.3922034615505516,0
FARM-1697,Soybean,245.99,Flood,Sandy,Kharif,6.68,0.86,-1,0.3584977160727698,0
FARM-1698,Barley,1446.52,Rain-fed,Peaty,Zaid,193.21,0.65,-1,0.4556266241619497,0
FARM-1699,Sugarcane,846.82,Rain-fed,Clay,Rabi,107.34,0.72,40,0.5818051825807401,0
FARM-1700,Soybean,1450.44,Flood,Sandy,Zaid,34.59,0.5,-1,0.214900606687359,0
FARM-1701,Cotton,677.12,Manual,Sandy,Zaid,81.01,0.68,2,1.0,1
FARM-1702,Tomato,502.13,Drip,Loamy,Kharif,64.15,0.47,-1,0.5176399340504383,0
FARM-1703,Cotton,783.91,Drip,Silty,Kharif,82.57,0.82,-1,0.5122918922733384,0
FARM-1704,Cotton,687.29,Rain-fed,Peaty,Zaid,136.18,0.8,-1,0.6864672930593569,1
FARM-1705,Maize,203.21,Rain-fed,Silty,Zaid,28.01,0.56,-1,0.6467392074083685,0
FARM-1706,Tomato,979.2,Drip,Silty,Rabi,164.01,0.54,40,0.5041446342179698,0
FARM-1707,Wheat,363.26,Drip,Clay,Zaid,21.92,0.95,39,0.5692027052993599,0
FARM-1708,Barley,948.4,Drip,Loamy,Rabi,98.72,0.62,13,0.5172771601800477,0
FARM-1709,Rice,992.79,Drip,Peaty,Kharif,111.75,0.77,-1,0.4903840172783237,0
FARM-1710,Carrot,270.44,Rain-fed,Clay,Zaid,10.85,0.82,-1,0.36337663378034923,0
FARM-1711,Soybean,138.96,Flood,Sandy,Zaid,6.12,0.59,-1,0.4057221329671825,0
FARM-1712,Sugarcane,1182.1,Flood,Sandy,Zaid,180.22,0.88,39,0.8700806588455011,1
FARM-1713,Sugarcane,716.71,Flood,Sandy,Kharif,165.79,0.56,-1,0.5397195502431908,0
FARM-1714,Tomato,134.34,Drip,Peaty,Kharif,18.97,0.65,-1,0.6138780811922129,0
FARM-1715,Potato,1492.56,Drip,Loamy,Zaid,143.57,0.71,-1,0.48284510516972523,0
FARM-1716,Wheat,133.78,Sprinkler,Loamy,Kharif,9.21,0.62,-1,0.37656482167158806,0
FARM-1717,Maize,1057.8,Manual,Clay,Rabi,153.03,0.89,39,0.8860275180145241,1
FARM-1718,Cotton,1476.33,Rain-fed,Loamy,Zaid,122.57,0.45,-1,0.6179866955605507,0
FARM-1719,Carrot,396.81,Drip,Clay,Rabi,15.33,0.68,-1,0.5883157986992217,0
FARM-1720,Potato,256.26,Manual,Loamy,Zaid,18.59,0.9,-1,0.6332655071477109,0
FARM-1721,Barley,226.01,Rain-fed,Silty,Zaid,18.77,0.58,22,0.602558865605919,0
FARM-1722,Cotton,489.75,Rain-fed,Peaty,Zaid,88.83,0.81,-1,0.6350617228466149,0
FARM-1723,Carrot,196.52,Flood,Clay,Zaid,7.56,0.39,21,0.5254287747607681,0
FARM-1724,Soybean,1053.63,Flood,Loamy,Zaid,19.92,0.47,-1,0.2913284133439259,0
FARM-1725,Wheat,140.32,Flood,Peaty,Zaid,16.04,0.75,30,0.657927733704913,1
FARM-1726,Cotton,788.66,Drip,Clay,Rabi,76.98,0.52,5,0.7744581544797134,1
FARM-1727,Wheat,1495.21,Drip,Clay,Rabi,89.36,0.68,-1,0.44888372246323277,0
FARM-1728,Barley,1230.26,Drip,Clay,Kharif,73.84,0.65,-1,0.5213636148642237,0
FARM-1729,Barley,942.07,Flood,Sandy,Zaid,120.71,0.9,-1,0.6123972744069368,0
FARM-1730,Barley,494.07,Rain-fed,Clay,Zaid,58.76,0.66,-1,0.533890320986911,0
FARM-1731,Wheat,954.65,Flood,Peaty,Zaid,81.53,0.69,25,0.5803731570267809,0
FARM-1732,Rice,814.21,Drip,Loamy,Kharif,75.29,0.79,-1,0.4107977996864721,0
FARM-1733,Soybean,667.82,Manual,Sandy,Rabi,20.78,0.62,-1,0.3021053466481046,0
FARM-1734,Tomato,239.53,Manual,Clay,Zaid,33.83,0.78,-1,0.5567034364008504,0
FARM-1735,Potato,1335.58,Rain-fed,Loamy,Zaid,189.55,0.9,-1,0.6241740808532577,0
FARM-1736,Tomato,702.19,Manual,Sandy,Kharif,95.11,0.54,27,0.444927743025777,0
FARM-1737,Wheat,332.2,Flood,Silty,Zaid,25.45,0.72,-1,0.4614133414312702,0
FARM-1738,Sugarcane,583.25,Manual,Silty,Zaid,50.3,0.56,40,0.5936698244164409,0
FARM-1739,Tomato,650.49,Drip,Sandy,Kharif,74.59,0.3,39,0.19577783412559704,0
FARM-1740,Sugarcane,1249.93,Flood,Silty,Kharif,278.18,0.62,-1,0.6512504781373769,1
FARM-1741,Tomato,1113.74,Drip,Silty,Zaid,142.94,0.85,-1,0.5964015956640611,0
FARM-1742,Carrot,1165.49,Drip,Silty,Zaid,93.17,0.73,26,0.5274207759337107,0
FARM-1743,Soybean,66.0,Drip,Clay,Rabi,2.95,0.41,-1,0.1724503688971719,0
FARM-1744,Barley,653.42,Sprinkler,Clay,Zaid,39.03,0.83,-1,0.5706250375530253,0
FARM-1745,Potato,747.95,Rain-fed,Clay,Zaid,106.97,0.87,-1,0.5048074176066564,0
FARM-1746,Tomato,77.83,Sprinkler,Sandy,Zaid,10.97,0.61,-1,0.4165185755768863,0
FARM-1747,Soybean,426.73,Drip,Loamy,Zaid,18.95,0.42,16,0.432009475162415,0
FARM-1748,Potato,1152.42,Rain-fed,Loamy,Zaid,205.44,0.59,-1,0.511716173614405,0
FARM-1749,Rice,248.81,Sprinkler,Silty,Rabi,23.62,0.81,-1,0.3562399734831707,0
FARM-1750,Cotton,826.2,Flood,Silty,Zaid,86.01,0.58,35,0.7364037536754703,1
FARM-1751,Potato,362.04,Sprinkler,Silty,Zaid,56.42,0.77,9,0.7121502346426853,1
FARM-1752,Rice,67.58,Drip,Loamy,Kharif,3.28,0.84,-1,0.48274064453786614,0
FARM-1753,Tomato,399.74,Flood,Sandy,Kharif,61.43,0.77,11,0.9226787386601951,1
FARM-1754,Cotton,1465.02,Manual,Clay,Rabi,289.24,0.73,-1,0.36602184307899105,0
FARM-1755,Wheat,1212.23,Drip,Clay,Rabi,107.02,0.8,10,0.5675557361848542,0
FARM-1756,Rice,1441.39,Flood,Clay,Zaid,130.37,0.45,-1,0.38419336870885185,0
FARM-1757,Soybean,757.39,Manual,Loamy,Kharif,21.13,0.38,-1,0.0,0
FARM-1758,Potato,209.12,Sprinkler,Loamy,Kharif,23.53,0.64,5,0.6916506497514878,1
FARM-1759,Wheat,844.54,Drip,Silty,Rabi,68.44,0.7,-1,0.5975157826294142,0
FARM-1760,Barley,708.85,Drip,Clay,Kharif,80.52,0.73,45,0.48328657620306925,0
FARM-1761,Tomato,1274.32,Drip,Silty,Rabi,219.62,0.79,-1,0.7756089559296816,1
FARM-1762,Barley,192.22,Sprinkler,Sandy,Kharif,24.92,0.68,35,0.4151896888613101,0
FARM-1763,Carrot,757.95,Flood,Loamy,Zaid,30.69,0.44,37,0.32730971484979404,0
FARM-1764,Cotton,267.57,Drip,Loamy,Kharif,51.5,0.8,-1,0.6540630726178587,1
FARM-1765,Soybean,520.78,Manual,Loamy,Rabi,19.33,0.58,16,0.4803293190057592,0
FARM-1766,Carrot,1119.17,Flood,Sandy,Rabi,50.55,0.62,-1,0.3425100384511155,0
FARM-1767,Potato,740.23,Drip,Loamy,Zaid,50.39,0.4,35,0.40182066557242485,0
FARM-1768,Tomato,595.04,Flood,Clay,Kharif,54.84,0.53,-1,0.47513623243412906,0
FARM-1769,Wheat,621.99,Sprinkler,Clay,Zaid,87.84,0.53,7,0.849688588617585,1
FARM-1770,Cotton,716.2,Drip,Sandy,Zaid,113.62,0.46,-1,0.5402808689573295,0
FARM-1771,Wheat,1188.27,Drip,Silty,Zaid,145.09,0.47,-1,0.3247531583689865,0
FARM-1772,Cotton,1343.52,Rain-fed,Loamy,Zaid,142.41,0.81,-1,0.5048227353920661,0
FARM-1773,Tomato,1435.24,Flood,Silty,Rabi,210.01,0.72,-1,0.4587211012290042,0
FARM-1774,Wheat,1191.01,Flood,Sandy,Zaid,62.9,0.58,9,0.5446257114634183,0
FARM-1775,Barley,507.34,Flood,Peaty,Rabi,39.97,0.58,-1,0.42674094823272446,0
FARM-1776,Barley,1047.8,Drip,Silty,Zaid,106.26,0.79,-1,0.5773786178734285,0
FARM-1777,Carrot,684.52,Drip,Sandy,Zaid,26.54,0.54,-1,0.3288660001499597,0
FARM-1778,Carrot,419.27,Flood,Sandy,Zaid,33.28,0.73,-1,0.5839766792929515,0
FARM-1779,Rice,1269.26,Drip,Silty,Zaid,74.64,0.83,-1,0.669541457515469,1
FARM-1780,Rice,105.72,Drip,Loamy,Zaid,9.75,0.87,19,0.6587735268828421,1
FARM-1781,Soybean,1357.55,Rain-fed,Loamy,Zaid,36.87,0.52,46,0.38925760383490243,0
FARM-1782,Barley,719.14,Manual,Clay,Kharif,70.94,0.57,-1,0.31795420220305526,0
FARM-1783,Tomato,973.94,Rain-fed,Silty,Zaid,70.99,0.76,-1,0.5079193506160823,0
FARM-1784,Barley,1006.06,Rain-fed,Silty,Zaid,46.8,0.8,-1,0.6272270377766551,0
FARM-1785,Potato,1347.92,Drip,Clay,Zaid,228.0,0.65,-1,0.4420727382711558,0
FARM-1786,Soybean,973.17,Manual,Sandy,Rabi,22.47,0.35,-1,0.3487379807016452,0
FARM-1787,Sugarcane,940.2,Drip,Loamy,Rabi,198.52,0.67,14,0.8592564102074833,1
FARM-1788,Sugarcane,146.65,Manual,Clay,Kharif,35.18,0.55,-1,0.6151623961046357,0
FARM-1789,Maize,801.69,Manual,Peaty,Zaid,102.66,0.81,10,0.7849123292158543,1
FARM-1790,Barley,267.75,Sprinkler,Clay,Zaid,18.44,0.88,-1,0.5008013515929679,0
FARM-1791,Soybean,1119.28,Manual,Clay,Rabi,39.05,0.61,-1,0.36842088388441274,0
FARM-1792,Soybean,792.72,Sprinkler,Sandy,Zaid,34.85,0.6,-1,0.20142519254979696,0
FARM-1793,Rice,1036.33,Drip,Silty,Zaid,117.38,0.69,-1,0.41699227527834015,0
FARM-1794,Cotton,110.43,Flood,Clay,Zaid,15.5,0.8,-1,0.6752130949127639,1
FARM-1795,Potato,172.95,Sprinkler,Sandy,Zaid,26.88,0.64,29,0.5191827772077705,0
FARM-1796,Potato,1088.67,Drip,Sandy,Zaid,83.05,0.87,-1,0.5033545508731353,0
FARM-1797,Soybean,154.52,Sprinkler,Clay,Rabi,6.85,0.52,22,0.1922703802081386,0
FARM-1798,Rice,153.32,Manual,Clay,Zaid,17.96,0.72,-1,0.40933658022856917,0
